tmdb_id,imdb_id,original_language,original_title,genres,release_date,video,adult,popularity,tmdb_rating_avg,tmdb_vote_count,providers,netflix_provider,stan_provider,amazon_provider,imdb_rating,imdb_votes,iso_country,country_name,budget,revenue,runtime
10054.0,tt0227538,en,Spy Kids,"Action,Adventure,Comedy",18/03/2001,False,False,35.698,5.8,2971.0,Stan,Yes,No,No,5.6,119378.0,US,United States of America,35000000,147934180,88
18017.0,tt0266078,en,Yolngu Boy,"Adventure,Drama",22/03/2001,False,False,2.286,6.0,5.0,Netflix,Yes,Yes,No,6.5,369.0,AU,Australia,0,671,88
10646.0,tt0246989,en,Tomcats,Comedy,30/03/2001,False,False,13.874,5.2,211.0,Netflix,Yes,No,No,5.3,18856.0,US,United States of America,11000000,23430766,95
4133.0,tt0221027,en,Blow,"Biography,Crime,Drama",4/04/2001,False,False,25.702,7.4,3810.0,Netflix,No,Yes,No,7.5,263055.0,US,United States of America,53000000,83282296,124
2043.0,tt0164334,en,Along Came a Spider,"Drama,Thriller",6/04/2001,False,False,25.66,6.3,1547.0,"Netflix, Stan",Yes,Yes,No,6.4,88925.0,CA,Canada,60000000,105178561,104
10956.0,tt0245686,en,Joe Dirt,"Adventure,Comedy,Drama",10/04/2001,False,False,13.906,5.6,628.0,Netflix,Yes,No,No,5.9,57820.0,US,United States of America,17700000,30987695,91
634.0,tt0243155,en,Bridget Jones's Diary,"Comedy,Drama,Romance",13/04/2001,False,False,30.862,6.8,4401.0,Stan,Yes,Yes,Yes,6.8,247411.0,GB,United Kingdom,25000000,281929795,97
1734.0,tt0209163,en,The Mummy Returns,"Action,Adventure,Fantasy",4/05/2001,False,False,47.521,6.3,6073.0,"Netflix, Stan",No,Yes,No,6.4,328590.0,US,United States of America,98000000,443280904,130
5852.0,tt0225071,en,Angel Eyes,"Drama,Romance",15/05/2001,False,False,12.494,6.1,368.0,Netflix,No,Yes,No,5.7,24690.0,US,United States of America,53000000,29700000,102
808.0,tt0126029,en,Shrek,"Adventure,Animation,Comedy",18/05/2001,False,False,203.183,7.7,14676.0,"Netflix, Amazon Prime Video, Stan",No,No,Yes,7.9,681527.0,US,United States of America,60000000,487853320,90
1018.0,tt0166924,en,Mulholland Drive,"Drama,Mystery,Thriller",6/06/2001,False,False,30.716,7.8,5223.0,Stan,No,Yes,Yes,7.9,359378.0,FR,France,15000000,20271129,147
9705.0,tt0244244,en,Swordfish,"Action,Crime,Thriller",7/06/2001,False,False,22.719,6.2,2304.0,Stan,No,Yes,No,6.5,189373.0,AU,Australia,102000000,147080413,99
1365.0,tt0285742,en,Monster's Ball,"Drama,Romance",7/06/2001,False,False,19.723,6.8,808.0,Stan,No,Yes,Yes,7.1,90605.0,US,United States of America,4000000,44909486,113
1995.0,tt0146316,en,Lara Croft: Tomb Raider,"Action,Adventure,Fantasy",11/06/2001,False,False,31.591,5.9,5438.0,Amazon Prime Video,No,Yes,No,5.7,211230.0,DE,Germany,115000000,274703340,100
9799.0,tt0232500,en,The Fast and the Furious,"Action,Crime,Thriller",22/06/2001,False,False,5.915,6.9,8603.0,"Amazon Prime Video, Stan",No,No,Yes,6.8,388726.0,DE,Germany,38000000,207283925,106
644.0,tt0212720,en,A.I. Artificial Intelligence,"Drama,Sci-Fi",29/06/2001,False,False,32.819,7.0,5419.0,Stan,No,No,Yes,7.2,310242.0,US,United States of America,100000000,235926552,146
10992.0,tt0239395,en,Cats & Dogs,"Action,Adventure,Comedy",4/07/2001,False,False,28.858,5.4,1406.0,"Amazon Prime Video, Stan",No,No,Yes,5.1,60302.0,US,United States of America,60000000,93375151,87
4248.0,tt0257106,en,Scary Movie 2,"Comedy,Horror",4/07/2001,False,False,70.501,5.8,3948.0,Stan,No,No,Yes,5.3,164110.0,CA,Canada,45000000,141220678,83
8835.0,tt0250494,en,Legally Blonde,"Comedy,Romance",13/07/2001,False,False,33.352,6.7,3341.0,Amazon Prime Video,No,Yes,No,6.4,222065.0,US,United States of America,18000000,141774679,96
331.0,tt0163025,en,Jurassic Park III,"Action,Adventure,Sci-Fi",18/07/2001,False,False,2.05,6.1,6199.0,Amazon Prime Video,No,No,Yes,5.9,325217.0,US,United States of America,93000000,368780809,92
55181.0,tt0284431,en,The Retrievers,"Comedy,Family",27/07/2001,False,False,2.46,5.6,7.0,Amazon Prime Video,Yes,No,No,5.0,432.0,US,United States of America,0,0,90
72869.0,tt0292698,en,Spirit,"Drama,Horror,Thriller",1/08/2001,False,False,2.336,7.0,1.0,Amazon Prime Video,No,No,Yes,4.2,283.0,US,United States of America,0,0,105
61698.0,tt0290884,en,Tail Sting,"Action,Adventure,Horror",1/08/2001,False,False,2.607,2.3,6.0,Amazon Prime Video,No,No,Yes,2.3,755.0,US,United States of America,0,0,97
79053.0,tt0242586,en,100 Kilos,"Crime,Drama",3/08/2001,False,False,3.071,5.0,4.0,Amazon Prime Video,No,Yes,No,3.8,228.0,US,United States of America,0,0,89
2770.0,tt0252866,en,American Pie 2,Comedy,10/08/2001,False,False,46.753,6.2,4310.0,Stan,Yes,No,No,6.4,258544.0,US,United States of America,30000000,287553595,108
286369.0,tt0249624,en,Gabriel & Me,Drama,13/08/2001,False,False,0.749,5.0,2.0,Amazon Prime Video,No,No,Yes,4.8,175.0,GB,United Kingdom,0,0,84
13496.0,tt0244000,en,American Outlaws,"Action,Western",17/08/2001,False,False,17.462,6.0,200.0,Netflix,No,No,Yes,5.9,16750.0,US,United States of America,35000000,13678913,94
53000.0,tt0271200,en,Soul Assassin,"Action,Crime,Thriller",23/08/2001,False,False,4.5,5.3,8.0,Amazon Prime Video,No,No,Yes,4.3,1132.0,NL,Netherlands,0,0,96
15104.0,tt0255653,en,Tortilla Soup,"Comedy,Drama,Romance",24/08/2001,False,False,8.911,5.9,37.0,Amazon Prime Video,Yes,No,No,6.7,5025.0,US,United States of America,0,4574762,103
13777.0,tt0172543,en,He Died with a Felafel in His Hand,"Comedy,Romance",30/08/2001,False,False,5.405,7.1,110.0,Stan,No,Yes,No,7.0,3826.0,AU,Australia,0,0,107
7501.0,tt0211465,en,Knockaround Guys,"Crime,Drama,Thriller",7/09/2001,False,False,9.566,5.9,280.0,Netflix,No,Yes,No,6.1,24122.0,US,United States of America,15000000,12000000,92
