,tmdb_id,imdb_id,budget,revenue,original_language,release_date,tmdb_vote_average,tmdb_vote_count,genre,startYear,imdb_vote_average,imdb_vote_count
5861,522627,tt8367814,22000000,115171795,en,2019-11-14,7.682,4606,Family,2019,7.8,342881
5867,634571,tt11023922,0,2480326,en,2019-11-21,7.109,23,Drama,2019,7.5,1266
5869,611207,tt10060094,0,0,en,2019-11-21,6.4670000000000005,982,Drama,2019,5.6,18967
5872,653767,tt8599572,0,0,en,2019-11-22,5.5,2,Thriller,2019,4.4,68
5873,653767,tt8599572,0,0,en,2019-11-22,5.5,2,Mystery,2019,4.4,68
5879,501395,tt4844140,0,0,en,2019-11-23,5.935,245,Family,2019,6.0,11787
5880,501395,tt4844140,0,0,en,2019-11-23,5.935,245,Drama,2019,6.0,11787
5883,637963,tt11044122,0,0,en,2019-11-26,7.367000000000001,30,Drama,2019,7.6,1906
5892,558343,tt8882390,0,0,en,2019-12-03,6.31,20,Thriller,2019,6.3,997
5897,649341,tt10920376,0,0,en,2019-12-06,6.0,5,Crime,2019,4.0,428
5899,641790,tt9625664,0,92968,en,2019-12-06,5.609,327,Drama,2019,4.0,12287
5900,624405,tt7220118,0,0,en,2019-12-06,5.832999999999998,6,Drama,2019,5.1,314
5904,461130,tt6259380,0,157209,en,2019-12-06,6.188,1510,Action,2019,6.1,40807
5910,525661,tt6394270,32000000,61404394,en,2019-12-13,6.824,2569,Drama,2019,6.8,116692
5912,525661,tt6394270,32000000,61404394,en,2019-12-13,6.824,2569,Action,2019,6.8,116692
5913,509967,tt8106534,150000000,0,en,2019-12-13,6.343,4051,Family,2019,6.1,179343
5924,650073,tt11318624,0,0,en,2019-12-24,7.119,84,Thriller,2019,7.4,3612
5925,650073,tt11318624,0,0,en,2019-12-24,7.119,84,Mystery,2019,7.4,3612
5928,530915,tt8579674,100000000,394638258,en,2019-12-25,7.982,10570,Drama,2019,8.2,593172
5929,509585,tt6436726,0,0,en,2019-12-26,6.126,675,Action,2019,6.3,29764
5930,509585,tt6436726,0,0,en,2019-12-26,6.126,675,Crime,2019,6.3,29764
5931,509585,tt6436726,0,0,en,2019-12-26,6.126,675,Drama,2019,6.3,29764
5932,509585,tt6436726,0,0,en,2019-12-26,6.126,675,Adventure,2019,6.3,29764
5933,509585,tt6436726,0,0,en,2019-12-26,6.126,675,Thriller,2019,6.3,29764
5935,500916,tt7394816,9000000,146863,en,2019-12-27,5.709,278,Drama,2019,4.9,8839
5946,576704,tt7103742,0,0,en,2020-01-03,6.6,7,Action,2019,5.9,941
5947,576704,tt7103742,0,0,en,2020-01-03,6.6,7,Adventure,2019,5.9,941
5948,576704,tt7103742,0,0,en,2020-01-03,6.6,7,Family,2019,5.9,941
5950,662409,tt11518300,0,0,en,2020-01-10,8.0,3,Thriller,2020,7.3,596
5951,645431,tt12935074,0,0,en,2020-01-12,5.667000000000002,3,Drama,2020,3.1,135
5952,645431,tt12935074,0,0,en,2020-01-12,5.667000000000002,3,Thriller,2020,3.1,135
5956,520765,tt8116640,0,520191,en,2020-01-16,6.797999999999999,210,Family,2020,5.9,3133
5958,651070,tt11390036,0,0,en,2020-01-17,7.065,819,Adventure,2020,5.9,15892
5959,651070,tt11390036,0,0,en,2020-01-17,7.065,819,Family,2020,5.9,15892
5960,663635,tt11242532,700000,0,en,2020-01-22,9.3,3,Thriller,2020,8.1,285
5961,663635,tt11242532,700000,0,en,2020-01-22,9.3,3,Crime,2020,8.1,285
5963,663635,tt11242532,700000,0,en,2020-01-22,9.3,3,Action,2020,8.1,285
5964,656353,tt11733790,0,0,en,2020-01-23,6.444,45,Thriller,2020,6.4,1578
5966,653588,tt11394296,0,0,en,2020-01-23,6.359,32,Family,2020,6.5,2337
5967,653574,tt11394180,0,0,en,2020-01-23,7.351,104,Thriller,2020,7.4,6805
5969,492611,tt7510346,14000000,18472775,en,2020-01-23,5.845,868,Drama,2020,3.9,14859
5972,823837,tt14277840,0,0,en,2020-01-24,5.65,30,Drama,2021,3.2,920
5974,653735,tt11378264,0,0,en,2020-01-24,7.467,60,Thriller,2020,7.3,3368
5975,653735,tt11378264,0,0,en,2020-01-24,7.467,60,Action,2020,7.3,3368
5977,620897,tt10642834,0,0,en,2020-01-25,6.8610000000000015,79,Action,2020,7.2,5171
5978,620897,tt10642834,0,0,en,2020-01-25,6.8610000000000015,79,Thriller,2020,7.2,5171
5979,620897,tt10642834,0,0,en,2020-01-25,6.8610000000000015,79,Drama,2020,7.2,5171
5982,653747,tt11394338,0,0,en,2020-01-26,6.3,18,Family,2020,6.9,300
5983,664423,tt10370380,0,0,en,2020-01-27,7.5,90,Drama,2020,7.2,3158
5985,653601,tt11388406,0,0,en,2020-01-27,5.582000000000002,470,Drama,2020,6.0,18267
5986,584288,tt9827834,0,0,en,2020-01-27,6.396,72,Drama,2020,6.8,6026
5987,584288,tt9827834,0,0,en,2020-01-27,6.396,72,Family,2020,6.8,6026
5991,567970,tt3111426,0,0,en,2020-01-28,6.089,599,Family,2020,6.1,22467
5993,567970,tt3111426,0,0,en,2020-01-28,6.089,599,Adventure,2020,6.1,22467
5998,653567,tt11388580,0,0,en,2020-01-31,7.937,462,Drama,2020,7.4,20380
5999,653567,tt11388580,0,0,en,2020-01-31,7.937,462,Thriller,2020,7.4,20380
6000,528761,tt7090140,0,0,en,2020-01-31,6.292999999999998,58,Drama,2019,5.9,1872
6002,711471,tt11742070,0,0,en,2020-02-01,2.5,2,Action,2020,3.9,252
6003,711471,tt11742070,0,0,en,2020-02-01,2.5,2,Adventure,2020,3.9,252
6005,759608,tt14663504,0,0,en,2020-02-04,7.3,3,Mystery,2020,6.7,40
6006,759608,tt14663504,0,0,en,2020-02-04,7.3,3,Thriller,2020,6.7,40
6010,667682,tt10777644,0,0,en,2020-02-10,7.167000000000002,12,Family,2020,6.3,578
6013,736509,tt4205718,0,0,en,2020-02-12,5.59,50,Thriller,2020,3.5,3821
6016,565426,tt9354842,0,0,en,2020-02-12,6.89,2290,Family,2020,6.0,40287
6019,565426,tt9354842,0,0,en,2020-02-12,6.89,2290,Adventure,2020,6.0,40287
6022,547012,tt8647310,0,29118,en,2020-02-14,6.938,193,Drama,2019,6.2,6440
6024,505225,tt7456312,0,0,en,2020-02-14,4.921,447,Crime,2020,4.3,15784
6025,687563,tt7847002,0,0,en,2020-02-16,5.332999999999998,3,Thriller,2020,5.5,145
6029,457335,tt6902676,0,835102,en,2020-02-27,6.457000000000002,1881,Thriller,2019,6.3,63096
6033,686158,tt9024292,0,0,en,2020-02-28,6.2,8,Adventure,2020,4.6,434
6035,598577,tt5919756,0,0,en,2020-02-28,5.445,73,Family,2019,5.4,4415
6036,342470,tt3907584,0,0,en,2020-02-28,7.6960000000000015,2564,Action,2020,6.5,32871
6037,697583,tt12442824,0,0,en,2020-03-01,6.0,2,Drama,2020,5.1,58
6043,1022512,tt12027832,0,0,en,2020-03-06,5.0,2,Drama,2020,7.4,67
6051,502104,tt4270452,0,0,en,2020-03-06,5.025,20,Family,2018,5.6,1154
6055,680398,tt7159566,0,0,en,2020-03-10,3.6,9,Drama,2020,5.1,2315
6056,680398,tt7159566,0,0,en,2020-03-10,3.6,9,Thriller,2020,5.1,2315
6068,682249,tt10582422,0,0,en,2020-03-20,4.0,2,Crime,2020,6.7,424
6069,682249,tt10582422,0,0,en,2020-03-20,4.0,2,Drama,2020,6.7,424
6070,682249,tt10582422,0,0,en,2020-03-20,4.0,2,Thriller,2020,6.7,424
6071,676601,tt11861072,0,0,en,2020-03-24,6.863,40,Drama,2020,7.3,3145
6073,653725,tt8923484,0,0,en,2020-03-25,7.2,118,Adventure,2020,7.7,7702
6076,660609,tt9261218,0,0,en,2020-03-27,6.122999999999998,199,Thriller,2020,6.4,6073
6078,491926,tt6914122,0,288064,en,2020-03-27,7.009,330,Thriller,2020,6.5,7528
6082,687972,tt8710832,0,0,en,2020-03-31,5.6,5,Drama,2020,1.9,373
6086,732713,tt12882620,0,0,en,2020-04-01,5.471,139,Drama,2020,4.8,3823
6088,615177,tt9898858,0,0,en,2020-04-03,5.51,343,Action,2020,5.1,13911
6089,615177,tt9898858,0,0,en,2020-04-03,5.51,343,Adventure,2020,5.1,13911
6090,615177,tt9898858,0,0,en,2020-04-03,5.51,343,Mystery,2020,5.1,13911
6092,615177,tt9898858,0,0,en,2020-04-03,5.51,343,Crime,2020,5.1,13911
6094,637157,tt10540242,0,0,en,2020-04-10,6.767,161,Drama,2020,4.8,2414
6095,624808,tt5096470,0,0,en,2020-04-10,5.646,631,Drama,2020,5.5,20934
6098,544415,tt8902948,0,0,en,2020-04-10,6.896,72,Adventure,2020,6.6,3677
6099,544415,tt8902948,0,0,en,2020-04-10,6.896,72,Family,2020,6.6,3677
6101,682825,tt10674930,0,0,en,2020-04-14,3.75,18,Action,2020,2.8,1053
6102,682825,tt10674930,0,0,en,2020-04-14,3.75,18,Crime,2020,2.8,1053
6105,703810,tt11906032,0,0,en,2020-04-15,6.95,10,Mystery,2020,7.9,440
6106,703810,tt11906032,0,0,en,2020-04-15,6.95,10,Crime,2020,7.9,440
6108,695476,tt12187586,0,0,en,2020-04-15,6.2,49,Drama,2020,7.3,978
6110,693906,tt11994750,0,0,en,2020-04-16,7.0,55,Drama,2020,7.0,4437
6111,691066,tt11611650,0,0,en,2020-04-19,6.2,4,Drama,2020,6.9,364
6118,690596,tt9050898,0,0,en,2020-04-29,7.086,93,Thriller,2020,6.4,2867
6124,699519,tt8523028,0,0,en,2020-05-02,6.1,19,Mystery,2020,5.5,1547
6125,699519,tt8523028,0,0,en,2020-05-02,6.1,19,Thriller,2020,5.5,1547
6127,699511,tt8362228,0,0,en,2020-05-02,6.0,16,Drama,2020,6.4,1162
6128,699511,tt8362228,0,0,en,2020-05-02,6.0,16,Crime,2020,6.4,1162
6131,696000,tt12117854,0,0,en,2020-05-05,6.136,70,Drama,2020,6.7,5269
6135,699280,tt12221748,0,0,en,2020-05-06,7.519,134,Action,2020,7.0,6467
6136,699280,tt12221748,0,0,en,2020-05-06,7.519,134,Adventure,2020,7.0,6467
6139,508330,tt7838536,0,0,en,2020-05-07,5.791,74,Adventure,2019,4.9,8797
6140,508330,tt7838536,0,0,en,2020-05-07,5.791,74,Family,2019,4.9,8797
6147,482273,tt1266036,0,0,en,2020-05-08,6.063,71,Family,2020,5.5,3842
6150,673175,tt12133722,0,0,en,2020-05-11,6.792000000000002,142,Drama,2020,6.8,8026
6153,636879,tt8426182,0,0,en,2020-05-12,6.16,97,Drama,2019,2.6,420
6155,582596,tt9619798,0,0,en,2020-05-13,6.147,997,Thriller,2020,5.7,40664
6159,693158,tt8718300,0,0,en,2020-05-15,6.194,165,Thriller,2020,4.8,8036
6163,699210,tt11000894,0,0,en,2020-05-20,8.2,17,Drama,2020,8.3,519
6164,699210,tt11000894,0,0,en,2020-05-20,8.2,17,Thriller,2020,8.3,519
6166,576156,tt8851668,0,0,en,2020-05-22,6.1,592,Drama,2020,6.1,26489
6175,647785,tt10933680,0,0,en,2020-05-29,6.1770000000000005,175,Family,2020,5.8,4662
6176,647785,tt10933680,0,0,en,2020-05-29,6.1770000000000005,175,Drama,2020,5.8,4662
6178,530973,tt6193522,0,0,en,2020-06-03,7.091,11,Drama,2018,6.9,749
6179,672761,tt10843814,0,0,en,2020-06-04,5.904,26,Thriller,2020,3.4,1030
6183,706345,tt12357266,0,0,en,2020-06-12,5.417000000000002,12,Crime,2020,5.4,599
6184,706345,tt12357266,0,0,en,2020-06-12,5.417000000000002,12,Mystery,2020,5.4,599
6185,706345,tt12357266,0,0,en,2020-06-12,5.417000000000002,12,Thriller,2020,5.4,599
6186,703134,tt7703924,0,0,en,2020-06-12,5.9,151,Crime,2020,4.3,3191
6187,703134,tt7703924,0,0,en,2020-06-12,5.9,151,Drama,2020,4.3,3191
6190,581859,tt9777644,45000000,0,en,2020-06-12,6.569,927,Family,2020,6.5,52188
6199,711340,tt9708358,0,0,en,2020-06-19,7.761,23,Thriller,2020,8.3,6473
6200,707886,tt10714856,0,0,en,2020-06-19,7.66,993,Drama,2020,6.3,11805
6203,718576,tt10364272,200000,0,en,2020-06-24,4.5,2,Family,2021,5.2,531
6207,684700,tt11905462,0,0,en,2020-06-24,7.686,223,Drama,2020,7.6,11424
6209,531876,tt3833480,18000000,2133452,en,2020-06-24,6.879,851,Action,2019,6.8,35615
6212,663459,tt12139700,0,0,en,2020-06-26,6.985,100,Drama,2020,5.4,1111
6213,531454,tt8580274,0,0,en,2020-06-26,6.431,1164,Drama,2020,6.5,95366
6223,710451,tt12358794,0,0,en,2020-06-30,5.2,12,Family,2020,5.7,465
6224,710451,tt12358794,0,0,en,2020-06-30,5.2,12,Drama,2020,5.7,465
6227,621707,tt10793644,0,742476,en,2020-07-01,5.74,290,Drama,2019,5.8,8441
6231,611179,tt10482504,0,0,en,2020-07-02,6.5,28,Drama,2020,6.6,4368
6232,539885,tt8784956,0,2987741,en,2020-07-02,5.759,2138,Action,2020,5.4,57110
6233,539885,tt8784956,0,2987741,en,2020-07-02,5.759,2138,Drama,2020,5.4,57110
6234,635918,tt7886936,0,0,en,2020-07-03,7.246,122,Action,2020,7.0,6641
6237,608195,tt6508228,0,178592,en,2020-07-03,6.303,440,Thriller,2020,5.6,10797
6239,608195,tt6508228,0,178592,en,2020-07-03,6.303,440,Drama,2020,5.6,10797
6240,539181,tt9072352,0,2902552,en,2020-07-03,6.0520000000000005,589,Drama,2020,6.0,27423
6246,659991,tt9207700,0,0,en,2020-07-09,5.971,205,Drama,2020,5.9,8740
6250,547016,tt7556122,70000000,0,en,2020-07-10,7.192,3575,Drama,2020,6.6,167287
6253,714375,tt11057594,0,0,en,2020-07-16,5.727,255,Thriller,2020,4.6,6221
6254,725964,tt11096446,0,0,en,2020-07-18,4.6,8,Family,2020,4.9,277
6256,725964,tt11096446,0,0,en,2020-07-18,4.6,8,Action,2020,4.9,277
6257,725964,tt11096446,0,0,en,2020-07-18,4.6,8,Adventure,2020,4.9,277
6258,718867,tt12588448,0,0,en,2020-07-23,7.2,156,Drama,2020,5.1,693
6259,702525,tt9204164,17520000,10855626,en,2020-07-23,7.091,148,Drama,2020,5.8,3015
6260,605900,tt6107796,0,0,en,2020-07-23,5.7,10,Thriller,2019,5.6,625
6262,605900,tt6107796,0,0,en,2020-07-23,5.7,10,Mystery,2019,5.6,625
6263,601844,tt10314450,0,1045873,en,2020-07-23,6.363,347,Family,2020,5.9,17551
6264,601844,tt10314450,0,1045873,en,2020-07-23,6.363,347,Drama,2020,5.9,17551
6265,587496,tt10003008,0,4296804,en,2020-07-23,5.573,696,Drama,2020,5.7,33182
6267,729589,tt12283788,0,0,en,2020-07-24,4.0,4,Drama,2020,3.2,2736
6269,626020,tt8364138,0,0,en,2020-07-24,6.667000000000002,51,Family,2020,6.5,2559
6272,583083,tt9784456,0,0,en,2020-07-24,7.754,4655,Action,2020,5.7,32827
6273,583083,tt9784456,0,0,en,2020-07-24,7.754,4655,Thriller,2020,5.7,32827
6275,524047,tt7737786,34000000,52300000,en,2020-07-29,7.141,3679,Action,2020,6.4,118804
6276,524047,tt7737786,34000000,52300000,en,2020-07-29,7.141,3679,Adventure,2020,6.4,118804
6280,661747,tt11010144,0,0,en,2020-07-31,7.0,125,Thriller,2020,4.5,1294
6281,661747,tt11010144,0,0,en,2020-07-31,7.0,125,Mystery,2020,4.5,1294
6282,661747,tt11010144,0,0,en,2020-07-31,7.0,125,Drama,2020,4.5,1294
6285,766712,tt6886574,0,0,en,2020-08-03,8.0,5,Family,2020,5.3,190
6286,725084,tt12689876,0,0,en,2020-08-04,6.154,13,Thriller,2020,6.5,549
6290,696002,tt11176322,0,0,en,2020-08-07,4.886,22,Drama,2020,3.9,4077
6291,612706,tt10276470,0,0,en,2020-08-07,7.636,1038,Thriller,2020,6.1,13961
6292,612706,tt10276470,0,0,en,2020-08-07,7.636,1038,Crime,2020,6.1,13961
6293,612706,tt10276470,0,0,en,2020-08-07,7.636,1038,Mystery,2020,6.1,13961
6304,720124,tt9812258,0,0,en,2020-08-11,5.62,50,Family,2020,4.6,1676
6307,691100,tt10369866,0,0,en,2020-08-14,5.8,14,Drama,2020,4.4,745
6309,605116,tt7550000,0,0,en,2020-08-14,6.5120000000000005,2474,Action,2020,6.0,90013
6310,605116,tt7550000,0,0,en,2020-08-14,6.5120000000000005,2474,Crime,2020,6.0,90013
6313,400160,tt4823776,60000000,4700000,en,2020-08-14,7.553,2574,Crime,2020,5.9,18884
6314,400160,tt4823776,60000000,4700000,en,2020-08-14,7.553,2574,Adventure,2020,5.9,18884
6315,400160,tt4823776,60000000,4700000,en,2020-08-14,7.553,2574,Action,2020,5.9,18884
6316,733837,tt9363342,0,0,en,2020-08-15,7.536,14,Drama,2020,4.1,933
6317,733837,tt9363342,0,0,en,2020-08-15,7.536,14,Family,2020,4.1,933
6319,735253,tt10053426,0,0,en,2020-08-18,6.3,6,Adventure,2019,3.1,161
6320,735253,tt10053426,0,0,en,2020-08-18,6.3,6,Family,2019,3.1,161
6322,666219,tt8354752,0,0,en,2020-08-18,8.022,68,Crime,2020,5.8,1288
6323,666219,tt8354752,0,0,en,2020-08-18,8.022,68,Family,2020,5.8,1288
6324,624774,tt7879442,0,0,en,2020-08-19,5.632999999999999,30,Thriller,2019,5.5,1718
6326,623958,tt5617312,0,1941,en,2020-08-20,4.5,86,Crime,2020,4.4,2293
6327,623958,tt5617312,0,1941,en,2020-08-20,4.5,86,Thriller,2020,4.4,2293
6328,623958,tt5617312,0,1941,en,2020-08-20,4.5,86,Mystery,2020,4.4,2293
6331,672035,tt11454066,0,0,en,2020-08-21,6.5,37,Drama,2020,7.2,2193
6332,672035,tt11454066,0,0,en,2020-08-21,6.5,37,Thriller,2020,7.2,2193
6333,626393,tt10888708,0,0,en,2020-08-21,6.438,347,Action,2020,5.7,10868
6336,621013,tt5843876,0,0,en,2020-08-21,7.447999999999999,1007,Drama,2020,6.3,13481
6337,663543,tt12827662,0,0,en,2020-08-24,5.7,5,Action,2020,7.0,86
6339,737608,tt5069092,0,0,en,2020-08-25,8.5,4,Crime,2017,7.9,130
6341,726887,tt10851618,0,0,en,2020-08-26,8.184,87,Action,2020,8.1,1738
6345,501979,tt1086064,25000000,0,en,2020-08-27,5.949,706,Thriller,2020,5.9,48705
6346,501979,tt1086064,25000000,0,en,2020-08-27,5.949,706,Drama,2020,5.9,48705
6347,501979,tt1086064,25000000,0,en,2020-08-27,5.949,706,Crime,2020,5.9,48705
6348,425001,tt4532038,18000000,43387445,en,2020-08-27,6.4,770,Thriller,2020,5.6,21639
6357,784607,tt13297136,0,0,en,2020-09-01,7.0379999999999985,13,Drama,2020,6.4,666
6361,738215,tt12767498,0,0,en,2020-09-01,7.162000000000001,197,Drama,2020,5.5,532
6362,644090,tt11100856,0,0,en,2020-09-02,6.421,563,Drama,2020,5.6,17881
6364,644090,tt11100856,0,0,en,2020-09-02,6.421,563,Adventure,2020,5.6,17881
6365,644090,tt11100856,0,0,en,2020-09-02,6.421,563,Action,2020,5.6,17881
6368,541483,tt8846706,0,0,en,2020-09-03,4.667,3,Drama,2019,5.6,342
6370,594084,tt10054316,0,0,en,2020-09-04,5.794,51,Crime,2020,4.4,2257
6378,509635,tt7711170,0,0,en,2020-09-10,6.276,505,Drama,2020,6.2,21482
6384,616251,tt2140571,0,0,en,2020-09-11,7.198,255,Family,2020,6.3,9069
6396,743032,tt7904362,0,0,en,2020-09-15,7.2,9,Action,2020,1.7,417
6400,741018,tt9065812,0,0,en,2020-09-15,5.6,11,Thriller,2020,4.6,266
6401,741018,tt9065812,0,0,en,2020-09-15,5.6,11,Action,2020,4.6,266
6403,733322,tt7830416,0,0,en,2020-09-15,5.6,7,Action,2020,4.5,426
6404,733322,tt7830416,0,0,en,2020-09-15,5.6,7,Thriller,2020,4.5,426
6406,574963,tt9590954,36000,0,en,2020-09-15,6.1,12,Family,2019,6.7,118
6413,666271,tt11568878,0,0,en,2020-09-17,5.088,17,Adventure,2020,6.5,600
6415,666271,tt11568878,0,0,en,2020-09-17,5.088,17,Thriller,2020,6.5,600
6416,664301,tt10887902,0,17300,en,2020-09-17,5.591,55,Drama,2020,5.7,3424
6420,737157,tt8618654,0,0,en,2020-09-22,8.019,53,Thriller,2020,8.2,7014
6421,737157,tt8618654,0,0,en,2020-09-22,8.019,53,Drama,2020,8.2,7014
6422,497582,tt7846844,21000000,0,en,2020-09-23,7.325,5104,Thriller,2020,6.6,194588
6423,497582,tt7846844,21000000,0,en,2020-09-23,7.325,5104,Crime,2020,6.6,194588
6424,759955,tt10269684,0,0,en,2020-09-24,6.1,5,Action,2020,3.7,219
6425,515454,tt7026488,0,70459,en,2020-09-24,6.0710000000000015,190,Crime,2020,6.0,9453
6427,735129,tt9660688,0,0,en,2020-09-25,5.914,70,Crime,2020,5.6,1636
6430,653668,tt11394158,0,0,en,2020-09-25,6.42,25,Drama,2020,6.5,1888
6432,664280,tt11989890,0,0,en,2020-09-28,8.519,260,Drama,2020,8.9,32506
6435,747999,tt12509942,0,0,en,2020-09-29,6.9,15,Family,2020,7.0,627
6439,743601,tt12987894,0,0,en,2020-09-30,7.315,548,Crime,2020,7.2,29129
6441,729348,tt11399362,0,0,en,2020-09-30,6.706,17,Adventure,2020,6.2,615
6443,729348,tt11399362,0,0,en,2020-09-30,6.706,17,Family,2020,6.2,615
6447,597156,tt10199914,0,0,en,2020-09-30,6.809,377,Drama,2020,6.8,16199
6448,597156,tt10199914,0,0,en,2020-09-30,6.809,377,Thriller,2020,6.8,16199
6453,581802,tt12304596,0,0,en,2020-10-01,6.62,25,Drama,2020,6.7,2764
6454,528085,tt1918734,0,0,en,2020-10-01,5.1770000000000005,662,Drama,2020,4.9,10166
6459,744168,tt9893824,0,0,en,2020-10-02,3.75,4,Drama,2020,4.5,327
6462,604578,tt5774062,0,0,en,2020-10-02,6.937,429,Crime,2020,6.5,15388
6463,604578,tt5774062,0,0,en,2020-10-02,6.937,429,Thriller,2020,6.5,15388
6464,604578,tt5774062,0,0,en,2020-10-02,6.937,429,Drama,2020,6.5,15388
6465,589612,tt7698468,0,0,en,2020-10-02,6.8610000000000015,137,Drama,2019,6.6,8157
6467,567971,tt8976576,0,0,en,2020-10-02,5.83,235,Action,2020,5.7,10303
6469,567971,tt8976576,0,0,en,2020-10-02,5.83,235,Thriller,2020,5.7,10303
6474,617505,tt10682266,14000000,0,en,2020-10-07,5.973,1351,Family,2020,5.2,52027
6480,752862,tt11142556,0,0,en,2020-10-10,7.5,3,Crime,2020,5.0,194
6481,752862,tt11142556,0,0,en,2020-10-10,7.5,3,Drama,2020,5.0,194
6484,643550,tt11044858,0,0,en,2020-10-13,5.902,343,Drama,2020,5.7,9736
6485,643550,tt11044858,0,0,en,2020-10-13,5.902,343,Mystery,2020,5.7,9736
6489,624963,tt4844150,0,0,en,2020-10-14,6.222,257,Action,2020,5.4,4379
6490,624963,tt4844150,0,0,en,2020-10-14,6.222,257,Thriller,2020,5.4,4379
6494,752505,tt12829958,0,0,en,2020-10-16,7.0,278,Crime,2020,5.4,6674
6496,752505,tt12829958,0,0,en,2020-10-16,7.0,278,Thriller,2020,5.4,6674
6497,665894,tt8722624,0,0,en,2020-10-16,6.5,27,Drama,2020,6.1,936
6499,651610,tt10831086,0,479317,en,2020-10-16,5.799,77,Thriller,2020,5.9,4492
6500,590223,tt2222042,30000000,1070714,en,2020-10-16,7.366,3355,Drama,2020,6.9,129503
6501,560050,tt7488208,0,0,en,2020-10-16,7.285,1133,Drama,2020,6.3,22922
6503,505379,tt2235695,0,0,en,2020-10-16,6.31,946,Drama,2020,6.0,42953
6507,754310,tt13150612,0,0,en,2020-10-20,6.9,7,Thriller,2020,5.2,45
6509,758298,tt8709044,0,0,en,2020-10-22,4.8,4,Thriller,2020,5.3,683
6511,750601,tt9820628,0,0,en,2020-10-22,6.0,5,Drama,2020,5.4,265
6518,740985,tt13143964,0,0,en,2020-10-23,6.481,2078,Family,2020,6.6,142380
6526,744738,tt11835714,1200000,0,en,2020-10-24,4.2860000000000005,28,Family,2020,3.4,1344
6527,741011,tt10229982,0,0,en,2020-10-24,8.182,146,Crime,2020,6.7,1743
6528,741011,tt10229982,0,0,en,2020-10-24,8.182,146,Drama,2020,6.7,1743
6529,741011,tt10229982,0,0,en,2020-10-24,8.182,146,Thriller,2020,6.7,1743
6531,732359,tt12882062,0,0,en,2020-10-27,5.426,34,Thriller,2020,5.5,1766
6536,748765,tt10993786,0,0,en,2020-10-28,7.1,7,Crime,2020,5.5,254
6537,748765,tt10993786,0,0,en,2020-10-28,7.1,7,Drama,2020,5.5,254
6538,571384,tt8004664,9000000,8119285,en,2020-10-28,6.384,498,Action,2020,5.7,14362
6539,571384,tt8004664,9000000,8119285,en,2020-10-28,6.384,498,Adventure,2020,5.7,14362
6541,758897,tt11204372,0,0,en,2020-10-29,3.0,2,Thriller,2020,4.8,1187
6542,758897,tt11204372,0,0,en,2020-10-29,3.0,2,Drama,2020,4.8,1187
6545,602654,tt5498354,0,0,en,2020-10-29,5.716,257,Thriller,2020,4.8,9788
6546,602654,tt5498354,0,0,en,2020-10-29,5.716,257,Drama,2020,4.8,9788
6547,759354,tt9763402,200000,0,en,2020-10-30,5.7,3,Action,2020,5.1,428
6548,759354,tt9763402,200000,0,en,2020-10-30,5.7,3,Crime,2020,5.1,428
6549,759354,tt9763402,200000,0,en,2020-10-30,5.7,3,Thriller,2020,5.1,428
6551,631998,tt7201744,0,0,en,2020-10-30,5.8,3,Drama,2019,6.2,831
6553,759780,tt9735976,0,0,en,2020-11-01,5.2,4,Drama,2020,5.4,857
6554,759780,tt9735976,0,0,en,2020-11-01,5.2,4,Crime,2020,5.4,857
6561,596161,tt9340860,0,7997460,en,2020-11-05,6.898,466,Drama,2020,6.7,28412
6562,596161,tt9340860,0,7997460,en,2020-11-05,6.898,466,Family,2020,6.7,28412
6567,592984,tt6772802,0,0,en,2020-11-09,6.794,754,Crime,2020,6.7,43027
6568,592984,tt6772802,0,0,en,2020-11-09,6.794,754,Thriller,2020,6.7,43027
6570,644831,tt10334148,0,0,en,2020-11-10,5.715,135,Thriller,2020,5.4,7402
6572,752885,tt13150606,0,0,en,2020-11-12,5.0,3,Action,2020,6.7,159
6573,752885,tt13150606,0,0,en,2020-11-12,5.0,3,Thriller,2020,6.7,159
6578,653606,tt10661180,0,0,en,2020-11-13,5.5,61,Thriller,2020,5.7,3600
6579,614560,tt10618286,25000000,122252,en,2020-11-13,6.7810000000000015,1333,Thriller,2020,6.8,76377
6582,664051,tt9765226,0,0,en,2020-11-17,5.6,8,Action,2020,3.5,506
6583,664051,tt9765226,0,0,en,2020-11-17,5.6,8,Adventure,2020,3.5,506
6588,654028,tt11057644,0,0,en,2020-11-18,6.529,840,Crime,2020,6.0,32251
6590,766333,tt11378154,10000,0,en,2020-11-19,3.667,3,Drama,2020,2.9,754
6593,643882,tt11199410,10000000,0,en,2020-11-19,6.901,774,Drama,2020,5.4,12250
6594,787428,tt13472984,0,0,en,2020-11-20,7.302,310,Drama,2020,6.9,16157
6596,592643,tt6539992,0,0,en,2020-11-20,6.8,57,Drama,2020,6.5,3213
6598,592643,tt6539992,0,0,en,2020-11-20,6.8,57,Family,2020,6.5,3213
6603,502033,tt5363618,0,516520,en,2020-11-20,7.747000000000001,2006,Adventure,2019,7.7,129928
6605,747349,tt10627548,0,0,en,2020-11-22,5.905,58,Drama,2020,5.2,2871
6610,800779,tt7153650,0,0,en,2020-11-24,5.2,2,Drama,2020,4.4,210
6613,634544,tt11327514,0,0,en,2020-11-25,7.438,332,Drama,2020,7.3,21038
6616,615667,tt10514222,0,0,en,2020-11-25,6.688,975,Thriller,2020,6.9,54331
