,tmdb_id,imdb_id,budget,revenue,original_language,release_date,tmdb_vote_average,tmdb_vote_count,genre,startYear,imdb_vote_average,imdb_vote_count
727,53905,tt0409034,2500000,0,en,2005-01-24,5.795,56,Mystery,2005,6.5,3399
728,53905,tt0409034,2500000,0,en,2005-01-24,5.795,56,Drama,2005,6.5,3399
732,12142,tt0369226,20000000,12693645,en,2005-01-28,3.2,502,Crime,2005,2.4,45851
734,8968,tt0357507,20000000,67192859,en,2005-02-04,4.918,638,Drama,2005,4.1,31499
737,561,tt0360486,100000000,230884728,en,2005-02-08,7.023,6034,Drama,2005,7.0,350309
739,561,tt0360486,100000000,230884728,en,2005-02-08,7.023,6034,Thriller,2005,7.0,350309
742,9701,tt0395972,35000000,25224242,en,2005-02-12,7.225,518,Drama,2005,7.3,43306
743,10598,tt0439544,3000000,0,en,2005-02-14,5.315,84,Drama,2005,5.5,5658
746,10598,tt0439544,3000000,0,en,2005-02-14,5.315,84,Thriller,2005,5.5,5658
754,13498,tt0331933,40000000,21577624,en,2005-02-25,5.725,397,Drama,2005,5.4,24343
756,4551,tt0377471,53000000,95226116,en,2005-03-04,5.416,755,Action,2005,5.6,70345
761,11638,tt0372237,35000000,103121466,en,2005-03-25,5.948,783,Thriller,2005,5.9,43521
764,10065,tt0384806,19000000,108047131,en,2005-04-14,6.117000000000001,1897,Family,2005,5.9,113360
766,10065,tt0384806,19000000,108047131,en,2005-04-14,6.117000000000001,1897,Adventure,2005,5.9,113360
768,10040,tt0385307,0,101393569,en,2005-04-14,5.7410000000000005,1604,Family,2005,5.1,76306
769,10040,tt0385307,0,101393569,en,2005-04-14,5.7410000000000005,1604,Drama,2005,5.1,76306
771,163062,tt0456145,0,0,en,2005-04-24,5.0,4,Action,2005,5.3,513
773,163062,tt0456145,0,0,en,2005-04-24,5.0,4,Drama,2005,5.3,513
774,163062,tt0456145,0,0,en,2005-04-24,5.0,4,Thriller,2005,5.3,513
777,10066,tt0397065,40000000,68766121,en,2005-04-30,5.912000000000001,2559,Adventure,2005,5.4,126435
778,10066,tt0397065,40000000,68766121,en,2005-04-30,5.912000000000001,2559,Thriller,2005,5.4,126435
782,4379,tt0369735,43000000,154749918,en,2005-05-13,6.2,1433,Adventure,2005,5.5,62639
784,4379,tt0369735,43000000,154749918,en,2005-05-13,6.2,1433,Family,2005,5.5,62639
786,953,tt0351283,75000000,542063846,en,2005-05-25,6.877000000000002,9565,Thriller,2005,6.9,407931
788,787,tt0356910,110000000,487287646,en,2005-06-07,6.671,9059,Drama,2005,6.5,500793
791,272,tt0372784,150000000,374218673,en,2005-06-10,7.693,18581,Adventure,2005,8.2,1473343
792,272,tt0372784,150000000,374218673,en,2005-06-10,7.693,18581,Action,2005,8.2,1473343
794,9392,tt0435625,3500000,57130027,en,2005-07-08,6.952000000000001,3226,Thriller,2005,7.2,228242
795,9392,tt0435625,3500000,57130027,en,2005-07-08,6.952000000000001,3226,Mystery,2005,7.2,228242
796,9522,tt0396269,40000000,288485135,en,2005-07-13,6.466,3856,Family,2005,7.0,359244
798,9522,tt0396269,40000000,288485135,en,2005-07-13,6.466,3856,Adventure,2005,7.0,359244
799,118,tt0367594,150000000,474968763,en,2005-07-13,7.034,13225,Drama,2005,6.7,486531
801,9993,tt0382810,0,3248506,en,2005-07-19,5.9,86,Drama,2005,6.2,8890
805,11648,tt0417001,30000000,58405313,en,2005-07-21,5.876,406,Crime,2005,5.9,32241
806,11648,tt0417001,30000000,58405313,en,2005-07-21,5.876,406,Mystery,2005,5.9,32241
807,11648,tt0417001,30000000,58405313,en,2005-07-21,5.876,406,Thriller,2005,5.9,32241
808,1696,tt0395584,7000000,20901859,en,2005-07-22,6.7639999999999985,1182,Drama,2005,6.7,101662
809,1696,tt0395584,7000000,20901859,en,2005-07-22,6.7639999999999985,1182,Thriller,2005,6.7,101662
813,6957,tt0405422,26000000,177378645,en,2005-08-11,6.359,5860,Action,2005,7.1,441407
814,6957,tt0405422,26000000,177378645,en,2005-08-11,6.359,5860,Adventure,2005,7.1,441407
815,6957,tt0405422,26000000,177378645,en,2005-08-11,6.359,5860,Drama,2005,7.1,441407
818,11460,tt0421239,26000000,57891803,en,2005-08-19,6.3420000000000005,1584,Drama,2005,6.5,124413
822,16367,tt0434124,10000000,9950133,en,2005-08-30,6.722,293,Family,2005,7.1,20454
823,5236,tt0373469,15000000,15785148,en,2005-09-05,7.2,2300,Drama,2005,7.5,229074
824,10851,tt0365686,27000000,7164778,en,2005-09-11,6.377000000000002,1136,Action,2005,6.3,97316
825,10851,tt0365686,27000000,7164778,en,2005-09-11,6.377000000000002,1136,Thriller,2005,6.3,97316
826,10851,tt0365686,27000000,7164778,en,2005-09-11,6.377000000000002,1136,Adventure,2005,6.3,97316
827,10851,tt0365686,27000000,7164778,en,2005-09-11,6.377000000000002,1136,Crime,2005,6.3,97316
828,9813,tt0414951,900000,381420,en,2005-09-12,6.199,211,Crime,2005,6.2,16938
829,9813,tt0414951,900000,381420,en,2005-09-12,6.199,211,Drama,2005,6.2,16938
831,3933,tt0121164,40000000,118133252,en,2005-09-12,7.512,7735,Family,2005,7.3,278283
833,13994,tt0368222,0,2945242,en,2005-09-13,5.9,114,Drama,2005,6.2,12451
835,13994,tt0368222,0,2945242,en,2005-09-13,5.9,114,Thriller,2005,6.2,12451
837,5471,tt0402057,0,92076,en,2005-09-14,5.697,180,Drama,2005,5.8,18203
841,9007,tt0425123,58000000,102854431,en,2005-09-16,6.916,2027,Thriller,2005,6.7,111966
842,4348,tt0414387,28000000,121616555,en,2005-09-16,8.094,6914,Crime,2005,7.8,299598
843,4348,tt0414387,28000000,121616555,en,2005-09-16,8.094,6914,Drama,2005,7.8,299598
847,86366,tt0455447,0,0,en,2005-09-26,4.5,6,Drama,2005,4.9,505
851,9763,tt0380389,10000000,27610873,en,2005-09-29,6.691,937,Family,2005,6.7,64016
852,11968,tt0378109,50000000,46117696,en,2005-09-30,5.874,1293,Action,2005,5.9,77329
855,398,tt0379725,7000000,49327405,en,2005-09-30,7.001,1208,Mystery,2005,7.3,134777
856,398,tt0379725,7000000,49327405,en,2005-09-30,7.001,1208,Thriller,2005,7.3,134777
857,7553,tt0348333,3000000,18637690,en,2005-10-07,6.273,657,Family,2005,6.7,99505
859,791,tt0432291,18000000,46201432,en,2005-10-14,4.502,612,Action,2005,3.7,37758
864,14695,tt0285175,9000000,0,en,2005-10-16,5.167000000000002,245,Family,2005,5.5,19537
868,31048,tt0428038,0,0,en,2005-10-21,6.397,39,Family,2005,7.1,3985
874,1656,tt0386140,75000000,142400065,en,2005-10-24,6.108,2534,Drama,2005,5.9,103291
877,215,tt0432348,4000000,147748505,en,2005-10-28,6.553,4460,Mystery,2005,6.6,255601
879,215,tt0432348,4000000,147748505,en,2005-10-28,6.553,4460,Family,2005,6.6,255601
880,215,tt0432348,4000000,147748505,en,2005-10-28,6.553,4460,Adventure,2005,6.6,255601
883,27902,tt0409011,0,0,en,2005-11-01,5.115,434,Drama,2005,4.8,14878
884,27902,tt0409011,0,0,en,2005-11-01,5.115,434,Action,2005,4.8,14878
886,27902,tt0409011,0,0,en,2005-11-01,5.115,434,Thriller,2005,4.8,14878
887,26116,tt0435696,0,0,en,2005-11-02,5.1389999999999985,54,Drama,2005,5.5,3888
896,1904,tt0397535,85000000,162242962,en,2005-12-06,7.681,2586,Family,2005,7.3,151758
898,1904,tt0397535,85000000,162242962,en,2005-12-06,7.681,2586,Drama,2005,7.3,151758
901,612,tt0408306,70000000,130982129,en,2005-12-23,7.129,2205,Action,2005,7.5,229103
902,612,tt0408306,70000000,130982129,en,2005-12-23,7.129,2205,Thriller,2005,7.5,229103
904,25216,tt0439833,0,0,en,2006-01-01,6.6,5,Action,2006,6.3,595
905,25216,tt0439833,0,0,en,2006-01-01,6.6,5,Crime,2006,6.3,595
906,25216,tt0439833,0,0,en,2006-01-01,6.6,5,Thriller,2006,6.3,595
908,17179,tt0448166,0,0,en,2006-01-01,6.1,23,Mystery,2006,6.4,2216
910,14202,tt0446755,19400000,26910847,en,2006-01-01,7.252000000000002,990,Mystery,2006,7.4,93662
911,14202,tt0446755,19400000,26910847,en,2006-01-01,7.252000000000002,990,Crime,2006,7.4,93662
912,14202,tt0446755,19400000,26910847,en,2006-01-01,7.252000000000002,990,Adventure,2006,7.4,93662
913,14202,tt0446755,19400000,26910847,en,2006-01-01,7.252000000000002,990,Family,2006,7.4,93662
915,24422,tt0471930,0,0,en,2006-01-04,5.8,11,Drama,2006,5.9,628
918,9900,tt0456554,5000000,6538177,en,2006-01-06,6.58,534,Drama,2006,6.9,84719
919,9900,tt0456554,5000000,6538177,en,2006-01-06,6.58,534,Thriller,2006,6.9,84719
920,9900,tt0456554,5000000,6538177,en,2006-01-06,6.58,534,Crime,2006,6.9,84719
921,9900,tt0456554,5000000,6538177,en,2006-01-06,6.58,534,Mystery,2006,6.9,84719
923,7304,tt0404390,17000000,9500000,en,2006-01-06,6.985,877,Family,2006,7.3,100780
924,7304,tt0404390,17000000,9500000,en,2006-01-06,6.985,877,Adventure,2006,7.3,100780
926,17379,tt0408985,45000000,38399961,en,2006-01-13,7.102,593,Drama,2006,6.5,33559
927,17379,tt0408985,45000000,38399961,en,2006-01-13,7.102,593,Family,2006,6.5,33559
931,9754,tt0408345,45000000,82800000,en,2006-02-08,5.813,794,Crime,2006,5.8,58325
932,9754,tt0408345,45000000,82800000,en,2006-02-08,5.813,794,Drama,2006,5.8,58325
933,9754,tt0408345,45000000,82800000,en,2006-02-08,5.813,794,Thriller,2006,5.8,58325
938,101916,tt0469810,0,0,en,2006-02-20,5.3,3,Drama,2006,5.2,493
939,101916,tt0469810,0,0,en,2006-02-20,5.3,3,Action,2006,5.2,493
940,101916,tt0469810,0,0,en,2006-02-20,5.3,3,Thriller,2006,5.2,493
941,101916,tt0469810,0,0,en,2006-02-20,5.3,3,Crime,2006,5.2,493
944,186,tt0425210,27000000,56308881,en,2006-02-24,7.481,3538,Drama,2006,7.7,315340
945,186,tt0425210,27000000,56308881,en,2006-02-24,7.481,3538,Thriller,2006,7.7,315340
947,10025,tt0397078,28000000,38159905,en,2006-02-28,6.097,1665,Mystery,2006,5.4,58152
951,13285,tt0775425,0,0,en,2006-03-14,6.8279999999999985,575,Adventure,2006,6.2,3615
952,13285,tt0775425,0,0,en,2006-03-14,6.8279999999999985,575,Action,2006,6.2,3615
953,13285,tt0775425,0,0,en,2006-03-14,6.8279999999999985,575,Thriller,2006,6.2,3615
955,388,tt0454848,45000000,186003591,en,2006-03-17,7.402,4972,Drama,2006,7.6,376241
957,388,tt0454848,45000000,186003591,en,2006-03-17,7.402,4972,Crime,2006,7.6,376241
958,388,tt0454848,45000000,186003591,en,2006-03-17,7.402,4972,Thriller,2006,7.6,376241
959,388,tt0454848,45000000,186003591,en,2006-03-17,7.402,4972,Action,2006,7.6,376241
960,1441,tt0445946,25000000,5549200,en,2006-04-05,5.705,424,Family,2006,5.6,25323
962,9957,tt0437863,0,0,en,2006-04-07,5.853,738,Family,2006,5.5,51969
965,10115,tt0430634,0,0,en,2006-04-21,6.784,487,Drama,2006,6.3,29463
967,588,tt0384537,50000000,100605135,en,2006-04-21,6.54,3623,Action,2006,6.5,232974
969,588,tt0384537,50000000,100605135,en,2006-04-21,6.54,3623,Thriller,2006,6.5,232974
972,13722,tt0427528,15000000,0,en,2006-04-25,4.5,77,Drama,2006,4.0,4273
